Jabatan,Kode Unit,Judul Unit,Elemen Kompetensi,Kriteria Unjuk Kerja (KUK),,,,,
Network Eng.,J.620100.009.1,Mengonfigurasi Perangkat Jaringan,Menyiapkan perangkat jaringan,Spesifikasi teknis perangkat jaringan diidentifikasi. Perangkat keras dan media transmisi disiapkan untuk instalasi.,,,,,
Network Eng.,J.620100.009.1,Mengonfigurasi Perangkat Jaringan,Melakukan pengaturan parameter jaringan,Alamat IP dan subnet mask dikonfigurasi. Protokol routing dan akses kontrol ditetapkan sesuai arsitektur jaringan.,,,,,
Sys Admin,J.620100.012.1,Mengelola Sistem Operasi,Melakukan instalasi sistem operasi,Media instalasi disiapkan dan dijalankan. Partisi harddisk dan pengaturan sistem dasar dikonfigurasi sesuai prosedur.,,,,,
Sys Admin,J.620100.012.1,Mengelola Sistem Operasi,Melakukan pemeliharaan sistem operasi,Pembaruan sistem (patching) dilakukan secara rutin. Log sistem dipantau untuk mendeteksi potensi masalah performa atau keamanan.,,,,,
IT Support,J.620100.015.1,Memberikan Layanan Bantuan Teknis,Mengidentifikasi permasalahan teknis,Laporan keluhan pengguna diterima dan diklasifikasi. Analisis penyebab masalah dilakukan menggunakan alat bantu diagnosa.,,,,,
IT Support,J.620100.015.1,Memberikan Layanan Bantuan Teknis,Memberikan solusi bantuan teknis,Langkah-langkah perbaikan dijalankan sesuai POS. Pengguna diberikan panduan agar masalah serupa tidak terulang kembali.,,,,,
Programmer,J.620100.017.1,Melakukan Debugging,Mengidentifikasi kesalahan (bug),Program dijalankan pada lingkungan pengujian untuk memicu error. Titik kesalahan ditemukan melalui teknik penelusuran kode atau alat debugger.,,,,,
System Analyst,J.620100.018.1,Melakukan Identifikasi Spesifikasi Perangkat Lunak,Mengidentifikasi kebutuhan fungsional,Kebutuhan pengguna dikumpulkan melalui teknik wawancara atau observasi. Spesifikasi fitur dan alur kerja aplikasi didefinisikan secara mendalam.,,,,,
System Analyst,J.620100.018.1,Melakukan Identifikasi Spesifikasi Perangkat Lunak,Menentukan kebutuhan non-fungsional,"Parameter performa, keamanan, dan ketersediaan sistem ditetapkan. Batasan infrastruktur dan teknologi yang digunakan diidentifikasi.",,,,,
Programmer,J.620100.019.1,Mengelola Repositori Kode Program,Menyiapkan lingkungan kontrol versi,Repositori pusat dikonfigurasi pada platform yang disepakati. Struktur folder dan kebijakan akses repositori ditetapkan untuk tim.,,,,,
Programmer,J.620100.019.1,Mengelola Repositori Kode Program,Melakukan manajemen perubahan kode,Kode program dikirimkan (commit) ke repositori dengan pesan yang deskriptif. Konflik perubahan antar anggota tim diselesaikan melalui proses penggabungan (merge).,,,,,
Quality Assurance,J.620100.021.1,Melakukan Pengujian Integrasi Perangkat Lunak,Merancang skenario pengujian integrasi,Antarmuka antar modul diidentifikasi aliran datanya. Skenario uji disusun untuk memastikan modul bekerja bersama secara harmonis.,,,,,
Quality Assurance,J.620100.021.1,Melakukan Pengujian Integrasi Perangkat Lunak,Melaksanakan uji integrasi,Pengujian dijalankan sesuai skenario yang telah disusun. Hasil pengujian dibandingkan dengan desain arsitektur dan kegagalan dicatat dalam log.,,,,,
Project Manager,J.620100.025.1,Melakukan Estimasi Upaya Pengembangan Perangkat Lunak,Menghitung skala proyek,Ukuran perangkat lunak diestimasi menggunakan metode standar (seperti function point). Tingkat kompleksitas fitur dinilai berdasarkan spesifikasi teknis.,,,,,
Project Manager,J.620100.025.1,Melakukan Estimasi Upaya Pengembangan Perangkat Lunak,Menentukan alokasi waktu dan SDM,Jumlah jam kerja yang dibutuhkan dihitung berdasarkan estimasi skala. Jadwal pengerjaan dan pembagian peran tim ditetapkan sesuai target.,,,,,
Technical Writer,J.620100.026.1,Membuat Dokumentasi Teknis Perangkat Lunak,Menyusun manual pengembang,Struktur internal kode dan arsitektur sistem didokumentasikan. Instruksi instalasi dan konfigurasi lingkungan pengembangan diuraikan secara detail.,,,,,
Technical Writer,J.620100.026.1,Membuat Dokumentasi Teknis Perangkat Lunak,Menyusun manual operasional,Prosedur penggunaan fitur-fitur aplikasi untuk pengguna akhir ditulis dengan bahasa yang mudah dipahami. Daftar istilah teknis dan solusi masalah umum (troubleshooting) disertakan.,,,,,
DevOps Engineer,J.620100.027.1,Melakukan Deployment Perangkat Lunak,Menyiapkan paket rilis (Release Package),Versi perangkat lunak yang stabil dikompilasi menjadi paket instalasi. Dependensi sistem dan skrip basis data disiapkan dalam paket rilis.,,,,,
DevOps Engineer,J.620100.027.1,Melakukan Deployment Perangkat Lunak,Mengeksekusi proses deployment,Paket rilis dipasang pada server produksi sesuai jadwal. Keberhasilan proses instalasi diverifikasi melalui uji fungsi pasca-deployment.,,,,,
Security Officer,J.62KI00.001.2,Menyusun Kebijakan Keamanan Informasi,Menentukan ruang lingkup kebijakan,Kebutuhan bisnis dan organisasi diidentifikasi. Batasan area penerapan kebijakan keamanan informasi ditetapkan sesuai standar organisasi.,,,,,
Security Officer,J.62KI00.001.2,Menyusun Kebijakan Keamanan Informasi,Membuat draf dokumen kebijakan,"Klausul kebijakan keamanan informasi dirumuskan. Prinsip-prinsip kerahasiaan, integritas, dan ketersediaan dituangkan dalam draf.",,,,,
Risk Analyst,J.62KI00.002.2,Melakukan Analisis Risiko Keamanan Informasi,Mengidentifikasi aset informasi,Daftar aset informasi yang masuk dalam ruang lingkup diinventarisasi. Nilai kepentingan aset bagi organisasi ditentukan berdasarkan klasifikasi.,,,,,
Risk Analyst,J.62KI00.002.2,Melakukan Analisis Risiko Keamanan Informasi,Menilai ancaman dan kerentanan,Potensi ancaman terhadap aset informasi diidentifikasi. Kerentanan pada sistem atau proses bisnis dianalisis. Tingkat risiko dihitung berdasarkan kemungkinan dan dampak.,,,,,
Security Engineer,J.62KI00.004.2,Melakukan Evaluasi Keamanan Informasi,Menyiapkan instrumen evaluasi,Parameter evaluasi keamanan informasi ditetapkan sesuai standar. Alat bantu dan metode pengumpulan data evaluasi disiapkan.,,,,,
Security Engineer,J.62KI00.004.2,Melakukan Evaluasi Keamanan Informasi,Melaksanakan audit/evaluasi teknis,Data implementasi kontrol keamanan dikumpulkan. Kesenjangan antara kebijakan dengan praktik di lapangan diidentifikasi.,,,,,
Access Manager,J.62KI00.005.1,Menerapkan Kontrol Akses,Merancang skema otentikasi,Metode otentikasi pengguna diidentifikasi sesuai sensitivitas data. Prosedur manajemen identitas dan kredensial disusun.,,,,,
Access Manager,J.62KI00.005.1,Menerapkan Kontrol Akses,Mengelola hak akses (Authorization),Hak akses diberikan berdasarkan prinsip kewenangan minimum. Akses pengguna ditinjau ulang secara berkala untuk memastikan relevansi.,,,,,
Net-Sec Engineer,J.62KI00.007.2,Mengelola Keamanan Jaringan,Mengonfigurasi perangkat keamanan jaringan,Aturan pada firewall dan sistem pencegahan intrusi ditetapkan. Enkripsi pada jalur komunikasi data dikonfigurasi.,,,,,
Net-Sec Engineer,J.62KI00.007.2,Mengelola Keamanan Jaringan,Memantau lalu lintas jaringan,Aktivitas jaringan dipantau melalui log sistem. Anomali atau indikasi serangan siber pada jaringan dianalisis.,,,,,
Security Auditor,J.62KI00.010.1,Melaksanakan Audit Keamanan Informasi Internal,Merencanakan audit,Ruang lingkup dan kriteria audit ditetapkan. Jadwal pelaksanaan dan tim auditor internal dibentuk.,,,,,
Security Auditor,J.62KI00.010.1,Melaksanakan Audit Keamanan Informasi Internal,Melaporkan hasil audit,Temuan audit diklasifikasikan berdasarkan tingkat temuan. Rekomendasi perbaikan disusun dalam laporan resmi untuk manajemen.,,,,,
Incident Responder,J.62KI00.012.1,Menangani Insiden Keamanan Informasi,Mendeteksi dan menganalisis insiden,Gejala serangan atau kegagalan keamanan diidentifikasi. Tingkat keparahan dan dampak insiden ditentukan secara cepat.,,,,,
Incident Responder,J.62KI00.012.1,Menangani Insiden Keamanan Informasi,Melakukan tindakan pemulihan,Langkah isolasi untuk menghentikan penyebaran serangan dilakukan. Sistem dipulihkan ke kondisi normal dan penyebab utama insiden dianalisis.,,,,,
Awareness Officer,J.62KI00.015.1,Mengelola Kesadaran Keamanan Informasi,Merancang program edukasi,Materi sosialisasi keamanan informasi disiapkan bagi seluruh level karyawan. Metode penyampaian (pelatihan/simulasi) ditentukan.,,,,,
Privacy Officer,J.62KI00.018.1,Menerapkan Proteksi Data Pribadi,Mengidentifikasi pemrosesan data pribadi,Alur data pribadi dalam organisasi dipetakan. Dasar hukum pemrosesan data pribadi diverifikasi sesuai regulasi.,,,,,
Privacy Officer,J.62KI00.018.1,Menerapkan Proteksi Data Pribadi,Menerapkan kontrol privasi,Teknik perlindungan data (seperti enkripsi atau masking) diimplementasikan. Hak pemilik data (subjek data) dipastikan dapat dipenuhi oleh sistem.,,,,,
Pentester,J.62KI00.021.1,Melakukan Pengujian Penetrasi,Melakukan pengumpulan informasi (Reconnaissance),Informasi mengenai target pengujian dikumpulkan secara pasif dan aktif. Celah keamanan yang potensial diidentifikasi untuk tahap eksploitasi.,,,,,
BCP Specialist,J.62KI00.025.1,Menyusun Rencana Kelangsungan Bisnis,Melakukan analisis dampak bisnis (BIA),Proses bisnis kritis yang terpengaruh gangguan TI diidentifikasi. Target waktu pemulihan (RTO dan RPO) ditetapkan.,,,,,
BCP Specialist,J.62KI00.025.1,Menyusun Rencana Kelangsungan Bisnis,Merancang strategi pemulihan,Prosedur cadangan (backup) dan pemulihan data disusun. Rencana pengoperasian sistem pada lokasi alternatif (DRC) didokumentasikan.,,,,,
Security Officer,J.62KI00.022.1,Melakukan Penanganan Kerentanan,Melakukan identifikasi kerentanan,Daftar kerentanan pada sistem diidentifikasi melalui alat pemindai atau referensi CVE. Prioritas penanganan kerentanan ditentukan berdasarkan tingkat risiko.,,,,,
Security Officer,J.62KI00.022.1,Melakukan Penanganan Kerentanan,Melaksanakan remediasi kerentanan,Perbaikan (patching) atau perubahan konfigurasi dilakukan untuk menutup celah. Keberhasilan perbaikan diverifikasi melalui pemindaian ulang.,,,,,
Security Analyst,J.62KI00.023.1,Melakukan Pemantauan Keamanan Informasi,Menyiapkan instrumen pemantauan,Parameter pemantauan keamanan (seperti log dan trafik) ditetapkan. Alat bantu pemantauan (SIEM/Log Management) dikonfigurasi sesuai kebutuhan.,,,,,
Security Analyst,J.62KI00.023.1,Melakukan Pemantauan Keamanan Informasi,Menganalisis hasil pemantauan,Data pemantauan dianalisis untuk mendeteksi adanya upaya serangan. Laporan hasil pemantauan disusun secara berkala untuk manajemen.,,,,,
Forensic Analyst,J.62KI00.024.1,Melakukan Investigasi Insiden Keamanan Informasi,Mengumpulkan bukti digital,Bukti digital dikumpulkan dari sistem yang terdampak dengan menjaga integritas data. Rantai alur bukti (chain of custody) didokumentasikan dengan benar.,,,,,
Forensic Analyst,J.62KI00.024.1,Melakukan Investigasi Insiden Keamanan Informasi,Menganalisis bukti digital,Teknik forensik diterapkan untuk mencari jejak aktivitas penyerang. Hasil analisis digunakan untuk mendukung proses hukum atau perbaikan sistem.,,,,,
Risk Manager,J.62KI00.026.1,Melakukan Mitigasi Risiko Keamanan Informasi,Menentukan strategi mitigasi,"Opsi mitigasi risiko (penerimaan, transfer, atau pengurangan) dipilih. Rencana aksi mitigasi disusun bersama pemilik aset informasi.",,,,,
Compliance Off.,J.62KI00.027.1,Mengelola Kepatuhan Keamanan Informasi,Mengidentifikasi persyaratan kepatuhan,"Standar hukum, regulasi, dan kontrak yang terkait keamanan informasi didaftar. Tingkat kepatuhan organisasi saat ini dinilai terhadap persyaratan tersebut.",,,,,
Compliance Off.,J.62KI00.027.1,Mengelola Kepatuhan Keamanan Informasi,Memantau status kepatuhan,Pemenuhan terhadap regulasi dipantau secara berkelanjutan. Tindakan korektif dilakukan jika ditemukan ketidakpatuhan.,,,,,
Security Eng.,J.62KI00.028.1,Menerapkan Keamanan Perangkat Lunak,Mengintegrasikan keamanan pada SDLC,Persyaratan keamanan didefinisikan sejak tahap desain perangkat lunak. Pengujian keamanan kode (SAST/DAST) dilakukan selama proses pengembangan.,,,,,
Security Eng.,J.62KI00.029.1,Mengelola Keamanan Pihak Ketiga,Menetapkan persyaratan keamanan pihak ketiga,Klausul keamanan informasi dimasukkan ke dalam kontrak kerja sama. Standar akses data bagi mitra eksternal didefinisikan secara jelas.,,,,,
Security Eng.,J.62KI00.029.1,Mengelola Keamanan Pihak Ketiga,Mengevaluasi kinerja pihak ketiga,Audit atau asesmen keamanan dilakukan terhadap sistem pihak ketiga secara rutin. Insiden keamanan yang melibatkan pihak ketiga ditindaklanjuti.,,,,,
Data Protection,J.62KI00.030.1,Mengelola Keamanan Data Besar (Big Data),Menerapkan kontrol keamanan big data,Teknik perlindungan data dalam volume besar diimplementasikan. Akses ke lingkungan pemrosesan data besar dibatasi sesuai otoritas.,,,,,
Cloud Security,J.62KI00.031.1,Mengelola Keamanan Layanan Awan (Cloud Security),Mengonfigurasi keamanan infrastruktur cloud,Pengaturan firewall dan enkripsi pada lingkungan cloud dikerjakan. Kebijakan berbagi tanggung jawab (shared responsibility) dipahami dan dijalankan.,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
